cve,reported_at_utc,reported_date,year,severity,description,component_hint,post_title,post_url
CVE-2020-16028,2020-11-17T21:35:00.004000+00:00,2020-11-17,2020,,Heap buffer overflow in WebRTC.,WebRTC,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2020/11/stable-channel-update-for-desktop_17.html
CVE-2020-16029,2020-11-17T21:35:00.004000+00:00,2020-11-17,2020,,Inappropriate implementation in PDFium.,PDFium,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2020/11/stable-channel-update-for-desktop_17.html
CVE-2020-16030,2020-11-17T21:35:00.004000+00:00,2020-11-17,2020,,Insufficient data validation in Blink.,Blink,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2020/11/stable-channel-update-for-desktop_17.html
CVE-2019-8075,2020-11-17T21:35:00.004000+00:00,2020-11-17,2020,,Insufficient data validation in Flash.,Flash,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2020/11/stable-channel-update-for-desktop_17.html
CVE-2020-16031,2020-11-17T21:35:00.004000+00:00,2020-11-17,2020,,Incorrect security UI in tab preview.,tab preview,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2020/11/stable-channel-update-for-desktop_17.html
CVE-2020-16036,2020-11-17T21:35:00.004000+00:00,2020-11-17,2020,,Inappropriate implementation in cookies.,cookies,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2020/11/stable-channel-update-for-desktop_17.html
CVE-2020-16032,2020-11-17T21:35:00.004000+00:00,2020-11-17,2020,,Incorrect security UI in sharing.,sharing,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2020/11/stable-channel-update-for-desktop_17.html
CVE-2020-16033,2020-11-17T21:35:00.004000+00:00,2020-11-17,2020,,Incorrect security UI in WebUSB.,WebUSB,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2020/11/stable-channel-update-for-desktop_17.html
CVE-2020-16034,2020-11-17T21:35:00.004000+00:00,2020-11-17,2020,,Inappropriate implementation in WebRTC.,WebRTC,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2020/11/stable-channel-update-for-desktop_17.html
CVE-2020-16035,2020-11-17T21:35:00.004000+00:00,2020-11-17,2020,,Insufficient data validation in cros-disks.,cros-disks,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2020/11/stable-channel-update-for-desktop_17.html
CVE-2020-16012,2020-11-17T21:35:00.004000+00:00,2020-11-17,2020,,Side-channel information leakage in graphics.,graphics,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2020/11/stable-channel-update-for-desktop_17.html
CVE-2020-16027,2020-11-17T21:35:00.004000+00:00,2020-11-17,2020,,Insufficient policy enforcement in developer tools.,developer tools,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2020/11/stable-channel-update-for-desktop_17.html
CVE-2020-16037,2020-12-02T19:59:00.001000+00:00,2020-12-02,2020,,Use after free in clipboard.,clipboard,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2020/12/stable-channel-update-for-desktop.html
CVE-2020-16038,2020-12-02T19:59:00.001000+00:00,2020-12-02,2020,,Use after free in media.,media,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2020/12/stable-channel-update-for-desktop.html
CVE-2020-16042,2020-12-02T19:59:00.001000+00:00,2020-12-02,2020,,Uninitialized Use in V8.,V8,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2020/12/stable-channel-update-for-desktop.html
CVE-2020-16040,2020-12-02T19:59:00.001000+00:00,2020-12-02,2020,,Insufficient data validation in V8.,V8,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2020/12/stable-channel-update-for-desktop.html
CVE-2020-16041,2020-12-02T19:59:00.001000+00:00,2020-12-02,2020,,Out of bounds read in networking.,networking,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2020/12/stable-channel-update-for-desktop.html
CVE-2020-16039,2020-12-02T19:59:00.001000+00:00,2020-12-02,2020,,Use after free in extensions.,extensions,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2020/12/stable-channel-update-for-desktop.html
CVE-2021-21110,2021-01-06T22:09:00+00:00,2021-01-06,2021,,Use after free in safe browsing.,safe browsing,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/01/stable-channel-update-for-desktop.html
CVE-2021-21106,2021-01-06T22:09:00+00:00,2021-01-06,2021,,Use after free in autofill.,autofill,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/01/stable-channel-update-for-desktop.html
CVE-2021-21107,2021-01-06T22:09:00+00:00,2021-01-06,2021,,Use after free in drag and drop.,drag and drop,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/01/stable-channel-update-for-desktop.html
CVE-2021-21108,2021-01-06T22:09:00+00:00,2021-01-06,2021,,Use after free in media.,media,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/01/stable-channel-update-for-desktop.html
CVE-2021-21109,2021-01-06T22:09:00+00:00,2021-01-06,2021,,Use after free in payments.,payments,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/01/stable-channel-update-for-desktop.html
CVE-2021-21111,2021-01-06T22:09:00+00:00,2021-01-06,2021,,Insufficient policy enforcement in WebUI.,WebUI,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/01/stable-channel-update-for-desktop.html
CVE-2020-16043,2021-01-06T22:09:00+00:00,2021-01-06,2021,,Insufficient data validation in networking.,networking,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/01/stable-channel-update-for-desktop.html
CVE-2021-21113,2021-01-06T22:09:00+00:00,2021-01-06,2021,,Heap buffer overflow in Skia.,Skia,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/01/stable-channel-update-for-desktop.html
CVE-2021-21114,2021-01-06T22:09:00+00:00,2021-01-06,2021,,Use after free in audio.,audio,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/01/stable-channel-update-for-desktop.html
CVE-2020-15995,2021-01-06T22:09:00+00:00,2021-01-06,2021,,Out of bounds write in V8.,V8,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/01/stable-channel-update-for-desktop.html
CVE-2021-21115,2021-01-06T22:09:00+00:00,2021-01-06,2021,,Use after free in safe browsing.,safe browsing,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/01/stable-channel-update-for-desktop.html
CVE-2021-21116,2021-01-06T22:09:00+00:00,2021-01-06,2021,,Heap buffer overflow in audio.,audio,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/01/stable-channel-update-for-desktop.html
CVE-2021-21112,2021-01-06T22:09:00+00:00,2021-01-06,2021,,Use after free in Blink.,Blink,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/01/stable-channel-update-for-desktop.html
CVE-2020-16044,2021-01-19T19:45:00.005000+00:00,2021-01-19,2021,,Use after free in WebRTC.,WebRTC,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/01/stable-channel-update-for-desktop_19.html
CVE-2021-21125,2021-01-19T19:45:00.005000+00:00,2021-01-19,2021,,Insufficient policy enforcement in File System API.,File System API,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/01/stable-channel-update-for-desktop_19.html
CVE-2021-21124,2021-01-19T19:45:00.005000+00:00,2021-01-19,2021,,Potential user after free in Speech Recognizer.,Speech Recognizer,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/01/stable-channel-update-for-desktop_19.html
CVE-2021-21123,2021-01-19T19:45:00.005000+00:00,2021-01-19,2021,,Insufficient data validation in File System API.,File System API,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/01/stable-channel-update-for-desktop_19.html
CVE-2021-21122,2021-01-19T19:45:00.005000+00:00,2021-01-19,2021,,Use after free in Blink.,Blink,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/01/stable-channel-update-for-desktop_19.html
CVE-2021-21119,2021-01-19T19:45:00.005000+00:00,2021-01-19,2021,,Use after free in Media.,Media,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/01/stable-channel-update-for-desktop_19.html
CVE-2021-21120,2021-01-19T19:45:00.005000+00:00,2021-01-19,2021,,Use after free in WebSQL.,WebSQL,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/01/stable-channel-update-for-desktop_19.html
CVE-2021-21118,2021-01-19T19:45:00.005000+00:00,2021-01-19,2021,,Insufficient data validation in V8.,V8,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/01/stable-channel-update-for-desktop_19.html
CVE-2021-21117,2021-01-19T19:45:00.005000+00:00,2021-01-19,2021,,Insufficient policy enforcement in Cryptohome.,Cryptohome,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/01/stable-channel-update-for-desktop_19.html
CVE-2021-21127,2021-01-19T19:45:00.005000+00:00,2021-01-19,2021,,Insufficient policy enforcement in extensions.,extensions,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/01/stable-channel-update-for-desktop_19.html
CVE-2021-21121,2021-01-19T19:45:00.005000+00:00,2021-01-19,2021,,Use after free in Omnibox.,Omnibox,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/01/stable-channel-update-for-desktop_19.html
CVE-2021-21128,2021-01-19T19:45:00.005000+00:00,2021-01-19,2021,,Heap buffer overflow in Blink.,Blink,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/01/stable-channel-update-for-desktop_19.html
CVE-2021-21126,2021-01-19T19:45:00.005000+00:00,2021-01-19,2021,,Insufficient policy enforcement in extensions.,extensions,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/01/stable-channel-update-for-desktop_19.html
CVE-2021-21130,2021-01-19T19:45:00.005000+00:00,2021-01-19,2021,,Insufficient policy enforcement in File System API.,File System API,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/01/stable-channel-update-for-desktop_19.html
CVE-2021-21141,2021-01-19T19:45:00.005000+00:00,2021-01-19,2021,,Insufficient policy enforcement in File System API.,File System API,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/01/stable-channel-update-for-desktop_19.html
CVE-2021-21131,2021-01-19T19:45:00.005000+00:00,2021-01-19,2021,,Insufficient policy enforcement in File System API.,File System API,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/01/stable-channel-update-for-desktop_19.html
CVE-2021-21132,2021-01-19T19:45:00.005000+00:00,2021-01-19,2021,,Inappropriate implementation in DevTools.,DevTools,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/01/stable-channel-update-for-desktop_19.html
CVE-2021-21133,2021-01-19T19:45:00.005000+00:00,2021-01-19,2021,,Insufficient policy enforcement in Downloads.,Downloads,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/01/stable-channel-update-for-desktop_19.html
CVE-2021-21134,2021-01-19T19:45:00.005000+00:00,2021-01-19,2021,,Incorrect security UI in Page Info.,Page Info,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/01/stable-channel-update-for-desktop_19.html
CVE-2021-21135,2021-01-19T19:45:00.005000+00:00,2021-01-19,2021,,Inappropriate implementation in Performance API.,Performance API,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/01/stable-channel-update-for-desktop_19.html
CVE-2021-21136,2021-01-19T19:45:00.005000+00:00,2021-01-19,2021,,Insufficient policy enforcement in WebView.,WebView,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/01/stable-channel-update-for-desktop_19.html
CVE-2021-21137,2021-01-19T19:45:00.005000+00:00,2021-01-19,2021,,Inappropriate implementation in DevTools.,DevTools,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/01/stable-channel-update-for-desktop_19.html
CVE-2021-21138,2021-01-19T19:45:00.005000+00:00,2021-01-19,2021,,Use after free in DevTools.,DevTools,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/01/stable-channel-update-for-desktop_19.html
CVE-2021-21139,2021-01-19T19:45:00.005000+00:00,2021-01-19,2021,,Inappropriate implementation in iframe sandbox.,iframe sandbox,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/01/stable-channel-update-for-desktop_19.html
CVE-2021-21140,2021-01-19T19:45:00.005000+00:00,2021-01-19,2021,,Uninitialized Use in USB.,USB,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/01/stable-channel-update-for-desktop_19.html
CVE-2021-21129,2021-01-19T19:45:00.005000+00:00,2021-01-19,2021,,Insufficient policy enforcement in File System API.,File System API,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/01/stable-channel-update-for-desktop_19.html
CVE-2021-21142,2021-02-02T19:51:00+00:00,2021-02-02,2021,,Use after free in Payments .,Payments,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/02/stable-channel-update-for-desktop.html
CVE-2021-21143,2021-02-02T19:51:00+00:00,2021-02-02,2021,,Heap buffer overflow in Extensions.,Extensions,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/02/stable-channel-update-for-desktop.html
CVE-2021-21147,2021-02-02T19:51:00+00:00,2021-02-02,2021,,Inappropriate implementation in Skia.,Skia,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/02/stable-channel-update-for-desktop.html
CVE-2021-21145,2021-02-02T19:51:00+00:00,2021-02-02,2021,,Use after free in Fonts.,Fonts,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/02/stable-channel-update-for-desktop.html
CVE-2021-21146,2021-02-02T19:51:00+00:00,2021-02-02,2021,,Use after free in Navigation.,Navigation,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/02/stable-channel-update-for-desktop.html
CVE-2021-21144,2021-02-02T19:51:00+00:00,2021-02-02,2021,,Heap buffer overflow in Tab Groups.,Tab Groups,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/02/stable-channel-update-for-desktop.html
CVE-2021-21148,2021-02-04T19:28:00.001000+00:00,2021-02-04,2021,,exists in the wild.,the wild,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/02/stable-channel-update-for-desktop_4.html
CVE-2021-21149,2021-02-16T21:30:00+00:00,2021-02-16,2021,,Stack overflow in Data Transfer.,Data Transfer,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/02/stable-channel-update-for-desktop_16.html
CVE-2021-21150,2021-02-16T21:30:00+00:00,2021-02-16,2021,,Use after free in Downloads.,Downloads,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/02/stable-channel-update-for-desktop_16.html
CVE-2021-21151,2021-02-16T21:30:00+00:00,2021-02-16,2021,,Use after free in Payments.,Payments,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/02/stable-channel-update-for-desktop_16.html
CVE-2021-21152,2021-02-16T21:30:00+00:00,2021-02-16,2021,,Heap buffer overflow in Media.,Media,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/02/stable-channel-update-for-desktop_16.html
CVE-2021-21154,2021-02-16T21:30:00+00:00,2021-02-16,2021,,Heap buffer overflow in Tab Strip .,Tab Strip,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/02/stable-channel-update-for-desktop_16.html
CVE-2021-21155,2021-02-16T21:30:00+00:00,2021-02-16,2021,,Heap buffer overflow in Tab Strip .,Tab Strip,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/02/stable-channel-update-for-desktop_16.html
CVE-2021-21156,2021-02-16T21:30:00+00:00,2021-02-16,2021,,Heap buffer overflow in V8.,V8,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/02/stable-channel-update-for-desktop_16.html
CVE-2021-21157,2021-02-16T21:30:00+00:00,2021-02-16,2021,,Use after free in Web Sockets.,Web Sockets,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/02/stable-channel-update-for-desktop_16.html
CVE-2021-21153,2021-02-16T21:30:00+00:00,2021-02-16,2021,,Stack overflow in GPU Process.,GPU Process,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/02/stable-channel-update-for-desktop_16.html
CVE-2021-21173,2021-03-02T20:29:00.006000+00:00,2021-03-02,2021,,Side-channel information leakage in Network Internals.,Network Internals,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/03/stable-channel-update-for-desktop.html
CVE-2021-21172,2021-03-02T20:29:00.006000+00:00,2021-03-02,2021,,Insufficient policy enforcement in File System API.,File System API,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/03/stable-channel-update-for-desktop.html
CVE-2021-21171,2021-03-02T20:29:00.006000+00:00,2021-03-02,2021,,Incorrect security UI in TabStrip and Navigation.,TabStrip and Navigation,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/03/stable-channel-update-for-desktop.html
CVE-2021-21170,2021-03-02T20:29:00.006000+00:00,2021-03-02,2021,,Incorrect security UI in Loader.,Loader,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/03/stable-channel-update-for-desktop.html
CVE-2021-21169,2021-03-02T20:29:00.006000+00:00,2021-03-02,2021,,Out of bounds memory access in V8.,V8,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/03/stable-channel-update-for-desktop.html
CVE-2021-21168,2021-03-02T20:29:00.006000+00:00,2021-03-02,2021,,Insufficient policy enforcement in appcache.,appcache,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/03/stable-channel-update-for-desktop.html
CVE-2021-21167,2021-03-02T20:29:00.006000+00:00,2021-03-02,2021,,Use after free in bookmarks.,bookmarks,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/03/stable-channel-update-for-desktop.html
CVE-2021-21165,2021-03-02T20:29:00.006000+00:00,2021-03-02,2021,,Object lifecycle issue in audio.,audio,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/03/stable-channel-update-for-desktop.html
CVE-2021-21164,2021-03-02T20:29:00.006000+00:00,2021-03-02,2021,,Insufficient data validation in Chrome for iOS.,Chrome for iOS,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/03/stable-channel-update-for-desktop.html
CVE-2021-21163,2021-03-02T20:29:00.006000+00:00,2021-03-02,2021,,Insufficient data validation in Reader Mode.,Reader Mode,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/03/stable-channel-update-for-desktop.html
CVE-2021-21162,2021-03-02T20:29:00.006000+00:00,2021-03-02,2021,,Use after free in WebRTC.,WebRTC,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/03/stable-channel-update-for-desktop.html
CVE-2021-21161,2021-03-02T20:29:00.006000+00:00,2021-03-02,2021,,Heap buffer overflow in TabStrip.,TabStrip,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/03/stable-channel-update-for-desktop.html
CVE-2021-21174,2021-03-02T20:29:00.006000+00:00,2021-03-02,2021,,Inappropriate implementation in Referrer.,Referrer,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/03/stable-channel-update-for-desktop.html
CVE-2021-21160,2021-03-02T20:29:00.006000+00:00,2021-03-02,2021,,Heap buffer overflow in WebAudio.,WebAudio,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/03/stable-channel-update-for-desktop.html
CVE-2021-21159,2021-03-02T20:29:00.006000+00:00,2021-03-02,2021,,Heap buffer overflow in TabStrip.,TabStrip,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/03/stable-channel-update-for-desktop.html
CVE-2021-21166,2021-03-02T20:29:00.006000+00:00,2021-03-02,2021,,Object lifecycle issue in audio.,audio,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/03/stable-channel-update-for-desktop.html
CVE-2021-21175,2021-03-02T20:29:00.006000+00:00,2021-03-02,2021,,Inappropriate implementation in Site isolation.,Site isolation,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/03/stable-channel-update-for-desktop.html
CVE-2021-21190,2021-03-02T20:29:00.006000+00:00,2021-03-02,2021,,Uninitialized Use in PDFium.,PDFium,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/03/stable-channel-update-for-desktop.html
CVE-2021-21177,2021-03-02T20:29:00.006000+00:00,2021-03-02,2021,,Insufficient policy enforcement in Autofill.,Autofill,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/03/stable-channel-update-for-desktop.html
CVE-2021-21200,2021-03-02T20:29:00.006000+00:00,2021-03-02,2021,,Inappropriate implementation in Settings.,Settings,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/03/stable-channel-update-for-desktop.html
CVE-2021-21176,2021-03-02T20:29:00.006000+00:00,2021-03-02,2021,,Inappropriate implementation in full screen mode.,full screen mode,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/03/stable-channel-update-for-desktop.html
CVE-2021-21188,2021-03-02T20:29:00.006000+00:00,2021-03-02,2021,,Use after free in Blink.,Blink,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/03/stable-channel-update-for-desktop.html
CVE-2021-21187,2021-03-02T20:29:00.006000+00:00,2021-03-02,2021,,Insufficient data validation in URL formatting.,URL formatting,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/03/stable-channel-update-for-desktop.html
CVE-2021-21186,2021-03-02T20:29:00.006000+00:00,2021-03-02,2021,,Insufficient policy enforcement in QR scanning.,QR scanning,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/03/stable-channel-update-for-desktop.html
CVE-2021-21185,2021-03-02T20:29:00.006000+00:00,2021-03-02,2021,,Insufficient policy enforcement in extensions.,extensions,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/03/stable-channel-update-for-desktop.html
CVE-2021-21189,2021-03-02T20:29:00.006000+00:00,2021-03-02,2021,,Insufficient policy enforcement in payments.,payments,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/03/stable-channel-update-for-desktop.html
CVE-2021-21183,2021-03-02T20:29:00.006000+00:00,2021-03-02,2021,,Inappropriate implementation in performance APIs.,performance APIs,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/03/stable-channel-update-for-desktop.html
CVE-2021-21182,2021-03-02T20:29:00.006000+00:00,2021-03-02,2021,,Insufficient policy enforcement in navigations.,navigations,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/03/stable-channel-update-for-desktop.html
CVE-2021-21181,2021-03-02T20:29:00.006000+00:00,2021-03-02,2021,,Side-channel information leakage in autofill.,autofill,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/03/stable-channel-update-for-desktop.html
CVE-2020-27844,2021-03-02T20:29:00.006000+00:00,2021-03-02,2021,,Heap buffer overflow in OpenJPEG.,OpenJPEG,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/03/stable-channel-update-for-desktop.html
CVE-2021-21180,2021-03-02T20:29:00.006000+00:00,2021-03-02,2021,,Use after free in tab search.,tab search,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/03/stable-channel-update-for-desktop.html
CVE-2021-21179,2021-03-02T20:29:00.006000+00:00,2021-03-02,2021,,Use after free in Network Internals.,Network Internals,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/03/stable-channel-update-for-desktop.html
CVE-2021-21178,2021-03-02T20:29:00.006000+00:00,2021-03-02,2021,,Inappropriate implementation in Compositing.,Compositing,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/03/stable-channel-update-for-desktop.html
CVE-2021-21184,2021-03-02T20:29:00.006000+00:00,2021-03-02,2021,,Inappropriate implementation in performance APIs.,performance APIs,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/03/stable-channel-update-for-desktop.html
CVE-2021-21191,2021-03-12T20:27:00+00:00,2021-03-12,2021,,Use after free in WebRTC.,WebRTC,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/03/stable-channel-update-for-desktop_12.html
CVE-2021-21192,2021-03-12T20:27:00+00:00,2021-03-12,2021,,Heap buffer overflow in tab groups.,tab groups,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/03/stable-channel-update-for-desktop_12.html
CVE-2021-21193,2021-03-12T20:27:00+00:00,2021-03-12,2021,,exists in the wild.,the wild,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/03/stable-channel-update-for-desktop_12.html
CVE-2021-21199,2021-03-30T20:57:00+00:00,2021-03-30,2021,,Use Use after free in Aura.,Aura,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/03/stable-channel-update-for-desktop_30.html
CVE-2021-21198,2021-03-30T20:57:00+00:00,2021-03-30,2021,,Out of bounds read in IPC.,IPC,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/03/stable-channel-update-for-desktop_30.html
CVE-2021-21197,2021-03-30T20:57:00+00:00,2021-03-30,2021,,Heap buffer overflow in TabStrip.,TabStrip,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/03/stable-channel-update-for-desktop_30.html
CVE-2021-21196,2021-03-30T20:57:00+00:00,2021-03-30,2021,,Heap buffer overflow in TabStrip.,TabStrip,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/03/stable-channel-update-for-desktop_30.html
CVE-2021-21195,2021-03-30T20:57:00+00:00,2021-03-30,2021,,Use after free in V8.,V8,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/03/stable-channel-update-for-desktop_30.html
CVE-2021-21194,2021-03-30T20:57:00+00:00,2021-03-30,2021,,Use after free in screen capture.,screen capture,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/03/stable-channel-update-for-desktop_30.html
CVE-2021-21220,2021-04-13T21:42:00+00:00,2021-04-13,2021,,Insufficient validation of untrusted input in V8 for x86_64.,V8 for x86_64,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/04/stable-channel-update-for-desktop.html
CVE-2021-21206,2021-04-13T21:42:00+00:00,2021-04-13,2021,,Use after free in Blink.,Blink,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/04/stable-channel-update-for-desktop.html
CVE-2021-21201,2021-04-14T21:27:00.003000+00:00,2021-04-14,2021,,Use after free in permissions.,permissions,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/04/stable-channel-update-for-desktop_14.html
CVE-2021-21202,2021-04-14T21:27:00.003000+00:00,2021-04-14,2021,,Use after free in extensions.,extensions,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/04/stable-channel-update-for-desktop_14.html
CVE-2021-21203,2021-04-14T21:27:00.003000+00:00,2021-04-14,2021,,Use after free in Blink.,Blink,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/04/stable-channel-update-for-desktop_14.html
CVE-2021-21204,2021-04-14T21:27:00.003000+00:00,2021-04-14,2021,,Use after free in Blink.,Blink,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/04/stable-channel-update-for-desktop_14.html
CVE-2021-21205,2021-04-14T21:27:00.003000+00:00,2021-04-14,2021,,Insufficient policy enforcement in navigation.,navigation,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/04/stable-channel-update-for-desktop_14.html
CVE-2021-4323,2021-04-14T21:27:00.003000+00:00,2021-04-14,2021,,Insufficient validation of untrusted input in Extensions.,Extensions,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/04/stable-channel-update-for-desktop_14.html
CVE-2021-21207,2021-04-14T21:27:00.003000+00:00,2021-04-14,2021,,Use after free in IndexedDB.,IndexedDB,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/04/stable-channel-update-for-desktop_14.html
CVE-2021-21208,2021-04-14T21:27:00.003000+00:00,2021-04-14,2021,,Insufficient data validation in QR scanner.,QR scanner,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/04/stable-channel-update-for-desktop_14.html
