cve,reported_at_utc,reported_date,year,severity,description,component_hint,post_title,post_url
CVE-2018-6139,2018-05-29T19:57:00+00:00,2018-05-29,2018,,Restrictions bypass in the debugger extension API.,the debugger extension API,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/05/stable-channel-update-for-desktop_58.html
CVE-2018-6138,2018-05-29T19:57:00+00:00,2018-05-29,2018,,Overly permissive policy in Extensions.,Extensions,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/05/stable-channel-update-for-desktop_58.html
CVE-2018-6137,2018-05-29T19:57:00+00:00,2018-05-29,2018,,Leak of visited status of page in Blink.,Blink,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/05/stable-channel-update-for-desktop_58.html
CVE-2018-6141,2018-05-29T19:57:00+00:00,2018-05-29,2018,,Heap buffer overflow in Skia.,Skia,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/05/stable-channel-update-for-desktop_58.html
CVE-2018-6148,2018-06-06T18:04:00.003000+00:00,2018-06-06,2018,,Incorrect handling of CSP header.,,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/06/stable-channel-update-for-desktop.html
CVE-2018-6149,2018-06-12T17:41:00+00:00,2018-06-12,2018,,Out of bounds write in V8.,V8,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/06/stable-channel-update-for-desktop_12.html
CVE-2018-6166,2018-07-24T21:03:00+00:00,2018-07-24,2018,Medium,URL spoof in Omnibox.,Omnibox,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/07/stable-channel-update-for-desktop.html
CVE-2018-6165,2018-07-24T21:03:00+00:00,2018-07-24,2018,Medium,URL spoof in Omnibox.,Omnibox,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/07/stable-channel-update-for-desktop.html
CVE-2018-6164,2018-07-24T21:03:00+00:00,2018-07-24,2018,Medium,Same origin policy bypass in ServiceWorker.,ServiceWorker,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/07/stable-channel-update-for-desktop.html
CVE-2018-6163,2018-07-24T21:03:00+00:00,2018-07-24,2018,Medium,URL spoof in Omnibox.,Omnibox,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/07/stable-channel-update-for-desktop.html
CVE-2018-6162,2018-07-24T21:03:00+00:00,2018-07-24,2018,Medium,Heap buffer overflow in WebGL.,WebGL,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/07/stable-channel-update-for-desktop.html
CVE-2018-6161,2018-07-24T21:03:00+00:00,2018-07-24,2018,Medium,Same origin policy bypass in WebAudio.,WebAudio,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/07/stable-channel-update-for-desktop.html
CVE-2018-6154,2018-07-24T21:03:00+00:00,2018-07-24,2018,High,Heap buffer overflow in WebGL.,WebGL,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/07/stable-channel-update-for-desktop.html
CVE-2018-6159,2018-07-24T21:03:00+00:00,2018-07-24,2018,Medium,Same origin policy bypass in ServiceWorker.,ServiceWorker,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/07/stable-channel-update-for-desktop.html
CVE-2018-6158,2018-07-24T21:03:00+00:00,2018-07-24,2018,Medium,Use after free in Blink.,Blink,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/07/stable-channel-update-for-desktop.html
CVE-2018-6157,2018-07-24T21:03:00+00:00,2018-07-24,2018,High,Type confusion in WebRTC. Reported by Natalie Silvanovich of Google Project Zero on 2018-05-07,WebRTC,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/07/stable-channel-update-for-desktop.html
CVE-2018-6156,2018-07-24T21:03:00+00:00,2018-07-24,2018,High,Heap buffer overflow in WebRTC. Reported by Natalie Silvanovich of Google Project Zero on 2018-05-10,WebRTC,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/07/stable-channel-update-for-desktop.html
CVE-2018-6155,2018-07-24T21:03:00+00:00,2018-07-24,2018,High,Use after free in WebRTC.,WebRTC,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/07/stable-channel-update-for-desktop.html
CVE-2018-6153,2018-07-24T21:03:00+00:00,2018-07-24,2018,High,Stack buffer overflow in Skia.,Skia,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/07/stable-channel-update-for-desktop.html
CVE-2018-6167,2018-07-24T21:03:00+00:00,2018-07-24,2018,Medium,URL spoof in Omnibox.,Omnibox,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/07/stable-channel-update-for-desktop.html
CVE-2018-6160,2018-07-24T21:03:00+00:00,2018-07-24,2018,Medium,URL spoof in Chrome on iOS.,Chrome on iOS,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/07/stable-channel-update-for-desktop.html
CVE-2018-6168,2018-07-24T21:03:00+00:00,2018-07-24,2018,Medium,CORS bypass in Blink.,Blink,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/07/stable-channel-update-for-desktop.html
CVE-2018-6177,2018-07-24T21:03:00+00:00,2018-07-24,2018,Low,Cross origin information leak in Blink.,Blink,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/07/stable-channel-update-for-desktop.html
CVE-2018-6170,2018-07-24T21:03:00+00:00,2018-07-24,2018,Medium,Type confusion in PDFium.,PDFium,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/07/stable-channel-update-for-desktop.html
CVE-2018-6169,2018-07-24T21:03:00+00:00,2018-07-24,2018,Medium,Permissions bypass in extension installation .,extension installation,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/07/stable-channel-update-for-desktop.html
CVE-2018-17461,2018-07-24T21:03:00+00:00,2018-07-24,2018,Low,Buffer overflow in PDFium.,PDFium,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/07/stable-channel-update-for-desktop.html
CVE-2018-17460,2018-07-24T21:03:00+00:00,2018-07-24,2018,Low,username:password in URL not properly elided in Omnibox.,URL not properly elided in Omnibox,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/07/stable-channel-update-for-desktop.html
CVE-2018-4117,2018-07-24T21:03:00+00:00,2018-07-24,2018,Low,Cross origin information leak in Blink.,Blink,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/07/stable-channel-update-for-desktop.html
CVE-2018-6044,2018-07-24T21:03:00+00:00,2018-07-24,2018,Low,Request privilege escalation in Extensions .,Extensions,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/07/stable-channel-update-for-desktop.html
CVE-2018-6178,2018-07-24T21:03:00+00:00,2018-07-24,2018,Low,UI spoof in Extensions.,Extensions,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/07/stable-channel-update-for-desktop.html
CVE-2018-6176,2018-07-24T21:03:00+00:00,2018-07-24,2018,Medium,Local user privilege escalation in Extensions.,Extensions,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/07/stable-channel-update-for-desktop.html
CVE-2018-6175,2018-07-24T21:03:00+00:00,2018-07-24,2018,Medium,URL spoof in Omnibox.,Omnibox,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/07/stable-channel-update-for-desktop.html
CVE-2018-6174,2018-07-24T21:03:00+00:00,2018-07-24,2018,Medium,Integer overflow in SwiftShader.,SwiftShader,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/07/stable-channel-update-for-desktop.html
CVE-2018-6173,2018-07-24T21:03:00+00:00,2018-07-24,2018,Medium,URL spoof in Omnibox.,Omnibox,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/07/stable-channel-update-for-desktop.html
CVE-2018-6172,2018-07-24T21:03:00+00:00,2018-07-24,2018,Medium,URL spoof in Omnibox.,Omnibox,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/07/stable-channel-update-for-desktop.html
CVE-2018-6171,2018-07-24T21:03:00+00:00,2018-07-24,2018,Medium,Use after free in WebBluetooth.,WebBluetooth,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/07/stable-channel-update-for-desktop.html
CVE-2018-6179,2018-07-24T21:03:00+00:00,2018-07-24,2018,Low,Local file information leak in Extensions.,Extensions,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/07/stable-channel-update-for-desktop.html
CVE-2018-16073,2018-09-04T18:36:00.001000+00:00,2018-09-04,2018,,Site Isolation bypass after tab restore.,,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/09/stable-channel-update-for-desktop.html
CVE-2018-16072,2018-09-04T18:36:00.001000+00:00,2018-09-04,2018,,Cross origin pixel leak in Chrome's interaction with Android's MediaPlayer.,Chrome's interaction with Android's MediaPlayer,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/09/stable-channel-update-for-desktop.html
CVE-2018-16071,2018-09-04T18:36:00.001000+00:00,2018-09-04,2018,,Use after free in WebRTC.,WebRTC,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/09/stable-channel-update-for-desktop.html
CVE-2018-16070,2018-09-04T18:36:00.001000+00:00,2018-09-04,2018,,Integer overflow in Skia.,Skia,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/09/stable-channel-update-for-desktop.html
CVE-2018-16069,2018-09-04T18:36:00.001000+00:00,2018-09-04,2018,,Out of bounds read in SwiftShader.,SwiftShader,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/09/stable-channel-update-for-desktop.html
CVE-2018-16066,2018-09-04T18:36:00.001000+00:00,2018-09-04,2018,,Out of bounds read in Blink.,Blink,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/09/stable-channel-update-for-desktop.html
CVE-2018-16067,2018-09-04T18:36:00.001000+00:00,2018-09-04,2018,,Out of bounds read in WebAudio.,WebAudio,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/09/stable-channel-update-for-desktop.html
CVE-2018-17457,2018-09-04T18:36:00.001000+00:00,2018-09-04,2018,,Use after free in WebAudio.,WebAudio,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/09/stable-channel-update-for-desktop.html
CVE-2018-16065,2018-09-04T18:36:00.001000+00:00,2018-09-04,2018,,Out of bounds write in V8.,V8,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/09/stable-channel-update-for-desktop.html
CVE-2018-16074,2018-09-04T18:36:00.001000+00:00,2018-09-04,2018,,Site Isolation bypass using Blob URLS.,,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/09/stable-channel-update-for-desktop.html
CVE-2018-16068,2018-09-04T18:36:00.001000+00:00,2018-09-04,2018,,Out of bounds write in Mojo.,Mojo,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/09/stable-channel-update-for-desktop.html
CVE-2018-16075,2018-09-04T18:36:00.001000+00:00,2018-09-04,2018,,Local file access in Blink.,Blink,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/09/stable-channel-update-for-desktop.html
CVE-2018-16083,2018-09-04T18:36:00.001000+00:00,2018-09-04,2018,,Out of bounds read in WebRTC.,WebRTC,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/09/stable-channel-update-for-desktop.html
CVE-2018-16087,2018-09-04T18:36:00.001000+00:00,2018-09-04,2018,,Multiple download restriction bypass.,,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/09/stable-channel-update-for-desktop.html
CVE-2018-16086,2018-09-04T18:36:00.001000+00:00,2018-09-04,2018,,Script injection in New Tab Page.,New Tab Page,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/09/stable-channel-update-for-desktop.html
CVE-2018-16084,2018-09-04T18:36:00.001000+00:00,2018-09-04,2018,,User confirmation bypass in external protocol handling.,external protocol handling,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/09/stable-channel-update-for-desktop.html
CVE-2018-16085,2018-09-04T18:36:00.001000+00:00,2018-09-04,2018,,Use after free in Memory Instrumentation.,Memory Instrumentation,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/09/stable-channel-update-for-desktop.html
CVE-2018-16082,2018-09-04T18:36:00.001000+00:00,2018-09-04,2018,,Stack buffer overflow in SwiftShader.,SwiftShader,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/09/stable-channel-update-for-desktop.html
CVE-2018-16081,2018-09-04T18:36:00.001000+00:00,2018-09-04,2018,,Local file access in DevTools.,DevTools,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/09/stable-channel-update-for-desktop.html
CVE-2018-16076,2018-09-04T18:36:00.001000+00:00,2018-09-04,2018,,Out of bounds read in PDFium.,PDFium,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/09/stable-channel-update-for-desktop.html
CVE-2018-16079,2018-09-04T18:36:00.001000+00:00,2018-09-04,2018,,URL spoof in permission dialogs.,permission dialogs,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/09/stable-channel-update-for-desktop.html
CVE-2018-16078,2018-09-04T18:36:00.001000+00:00,2018-09-04,2018,,Credit card information leak in Autofill.,Autofill,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/09/stable-channel-update-for-desktop.html
CVE-2018-16077,2018-09-04T18:36:00.001000+00:00,2018-09-04,2018,,Content security policy bypass in Blink.,Blink,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/09/stable-channel-update-for-desktop.html
CVE-2018-16088,2018-09-04T18:36:00.001000+00:00,2018-09-04,2018,,User gesture requirement bypass.,,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/09/stable-channel-update-for-desktop.html
CVE-2018-16080,2018-09-04T18:36:00.001000+00:00,2018-09-04,2018,,URL spoof in full screen mode.,full screen mode,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/09/stable-channel-update-for-desktop.html
CVE-2018-17459,2018-09-11T18:16:00+00:00,2018-09-11,2018,,URL Spoofing in Omnibox.,Omnibox,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/09/stable-channel-update-for-desktop_11.html
CVE-2018-17458,2018-09-11T18:16:00+00:00,2018-09-11,2018,,Function signature mismatch in WebAssembly.,WebAssembly,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/09/stable-channel-update-for-desktop_11.html
CVE-2018-17462,2018-10-16T19:03:00+00:00,2018-10-16,2018,,Sandbox escape in AppCache.,AppCache,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/10/stable-channel-update-for-desktop.html
CVE-2018-17463,2018-10-16T19:03:00+00:00,2018-10-16,2018,,Remote code execution in V8.,V8,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/10/stable-channel-update-for-desktop.html
CVE-2018-17465,2018-10-16T19:03:00+00:00,2018-10-16,2018,,Use after free in V8.,V8,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/10/stable-channel-update-for-desktop.html
CVE-2018-17466,2018-10-16T19:03:00+00:00,2018-10-16,2018,,Memory corruption in Angle.,Angle,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/10/stable-channel-update-for-desktop.html
CVE-2018-17467,2018-10-16T19:03:00+00:00,2018-10-16,2018,,URL spoof in Omnibox.,Omnibox,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/10/stable-channel-update-for-desktop.html
CVE-2018-17468,2018-10-16T19:03:00+00:00,2018-10-16,2018,,Cross-origin URL disclosure in Blink.,Blink,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/10/stable-channel-update-for-desktop.html
CVE-2018-17469,2018-10-16T19:03:00+00:00,2018-10-16,2018,,Heap buffer overflow in PDFium.,PDFium,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/10/stable-channel-update-for-desktop.html
CVE-2018-17464,2018-10-16T19:03:00+00:00,2018-10-16,2018,,URL spoof in Omnibox.,Omnibox,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/10/stable-channel-update-for-desktop.html
CVE-2018-17471,2018-10-16T19:03:00+00:00,2018-10-16,2018,,Security UI occlusion in full screen mode.,full screen mode,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/10/stable-channel-update-for-desktop.html
CVE-2018-17472,2018-10-16T19:03:00+00:00,2018-10-16,2018,,iframe sandbox escape on iOS.,,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/10/stable-channel-update-for-desktop.html
CVE-2018-17473,2018-10-16T19:03:00+00:00,2018-10-16,2018,,URL spoof in Omnibox.,Omnibox,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2018/10/stable-channel-update-for-desktop.html
