cve,announced_date,year,advisory,title,products,description,url
CVE-2016-5261,2016-08-02,2016,Mozilla Foundation Security Advisory 2016-75,Help us improve your Mozilla experience,"Close Products menu Firefox browsers Mozilla VPN Mozilla Monitor Firefox Relay MDN Plus Thunderbird Solo 0DIN Tabstack All products About us Close About us menu Our Mission About Mozilla The Mozilla Manifesto Get Involved Blog Our Work Mozilla Foundation Mozilla.ai Mozilla Ventures Mozilla Advertising Mozilla Builders Mozilla New Products Menu Mozilla Security Mozilla Security Advisories Known Vulnerabilities Mozilla Security Blog Security Bug Bounty Third-party Injection Policy Client Bug Bounty Frequently Asked Questions Hall of Fame Web Bug Bounty Eligible Websites Frequently Asked Questions Hall of Fame Mozilla Foundation Security Advisory 2016-75 Integer overflow in WebSockets during data buffering Announced August  2, 2016 Reporter Samuel Groß Impact High Products Firefox",,https://www.mozilla.org/en-US/security/advisories/mfsa2016-75/
CVE-2016-5262,2016-08-02,2016,Mozilla Foundation Security Advisory 2016-76,Help us improve your Mozilla experience,"Close Products menu Firefox browsers Mozilla VPN Mozilla Monitor Firefox Relay MDN Plus Thunderbird Solo 0DIN Tabstack All products About us Close About us menu Our Mission About Mozilla The Mozilla Manifesto Get Involved Blog Our Work Mozilla Foundation Mozilla.ai Mozilla Ventures Mozilla Advertising Mozilla Builders Mozilla New Products Menu Mozilla Security Mozilla Security Advisories Known Vulnerabilities Mozilla Security Blog Security Bug Bounty Third-party Injection Policy Client Bug Bounty Frequently Asked Questions Hall of Fame Web Bug Bounty Eligible Websites Frequently Asked Questions Hall of Fame Mozilla Foundation Security Advisory 2016-76 Scripts on marquee tag can execute in sandboxed iframes Announced August  2, 2016 Reporter Nikita Arykov Impact Moderate Products Firefox, Firefox ESR",,https://www.mozilla.org/en-US/security/advisories/mfsa2016-76/
CVE-2016-5263,2016-08-02,2016,Mozilla Foundation Security Advisory 2016-78,Help us improve your Mozilla experience,"Close Products menu Firefox browsers Mozilla VPN Mozilla Monitor Firefox Relay MDN Plus Thunderbird Solo 0DIN Tabstack All products About us Close About us menu Our Mission About Mozilla The Mozilla Manifesto Get Involved Blog Our Work Mozilla Foundation Mozilla.ai Mozilla Ventures Mozilla Advertising Mozilla Builders Mozilla New Products Menu Mozilla Security Mozilla Security Advisories Known Vulnerabilities Mozilla Security Blog Security Bug Bounty Third-party Injection Policy Client Bug Bounty Frequently Asked Questions Hall of Fame Web Bug Bounty Eligible Websites Frequently Asked Questions Hall of Fame Mozilla Foundation Security Advisory 2016-78 Type confusion in display transformation Announced August  2, 2016 Reporter Nils Impact High Products Firefox, Firefox ESR",,https://www.mozilla.org/en-US/security/advisories/mfsa2016-78/
CVE-2016-5264,2016-08-02,2016,Mozilla Foundation Security Advisory 2016-79,Help us improve your Mozilla experience,"Close Products menu Firefox browsers Mozilla VPN Mozilla Monitor Firefox Relay MDN Plus Thunderbird Solo 0DIN Tabstack All products About us Close About us menu Our Mission About Mozilla The Mozilla Manifesto Get Involved Blog Our Work Mozilla Foundation Mozilla.ai Mozilla Ventures Mozilla Advertising Mozilla Builders Mozilla New Products Menu Mozilla Security Mozilla Security Advisories Known Vulnerabilities Mozilla Security Blog Security Bug Bounty Third-party Injection Policy Client Bug Bounty Frequently Asked Questions Hall of Fame Web Bug Bounty Eligible Websites Frequently Asked Questions Hall of Fame Mozilla Foundation Security Advisory 2016-79 Use-after-free when applying SVG effects Announced August  2, 2016 Reporter Nils Impact High Products Firefox, Firefox ESR",,https://www.mozilla.org/en-US/security/advisories/mfsa2016-79/
CVE-2016-5265,2016-08-02,2016,Mozilla Foundation Security Advisory 2016-80,Help us improve your Mozilla experience,"Close Products menu Firefox browsers Mozilla VPN Mozilla Monitor Firefox Relay MDN Plus Thunderbird Solo 0DIN Tabstack All products About us Close About us menu Our Mission About Mozilla The Mozilla Manifesto Get Involved Blog Our Work Mozilla Foundation Mozilla.ai Mozilla Ventures Mozilla Advertising Mozilla Builders Mozilla New Products Menu Mozilla Security Mozilla Security Advisories Known Vulnerabilities Mozilla Security Blog Security Bug Bounty Third-party Injection Policy Client Bug Bounty Frequently Asked Questions Hall of Fame Web Bug Bounty Eligible Websites Frequently Asked Questions Hall of Fame Mozilla Foundation Security Advisory 2016-80 Same-origin policy violation using local HTML file and saved shortcut file Announced August  2, 2016 Reporter Abdulrahman Alqabandi Impact Moderate Products Firefox, Firefox ESR",,https://www.mozilla.org/en-US/security/advisories/mfsa2016-80/
CVE-2016-5266,2016-08-02,2016,Mozilla Foundation Security Advisory 2016-81,Help us improve your Mozilla experience,"Close Products menu Firefox browsers Mozilla VPN Mozilla Monitor Firefox Relay MDN Plus Thunderbird Solo 0DIN Tabstack All products About us Close About us menu Our Mission About Mozilla The Mozilla Manifesto Get Involved Blog Our Work Mozilla Foundation Mozilla.ai Mozilla Ventures Mozilla Advertising Mozilla Builders Mozilla New Products Menu Mozilla Security Mozilla Security Advisories Known Vulnerabilities Mozilla Security Blog Security Bug Bounty Third-party Injection Policy Client Bug Bounty Frequently Asked Questions Hall of Fame Web Bug Bounty Eligible Websites Frequently Asked Questions Hall of Fame Mozilla Foundation Security Advisory 2016-81 Information disclosure and local file manipulation through drag and drop Announced August  2, 2016 Reporter Rafael Gieschke Impact Moderate Products Firefox",,https://www.mozilla.org/en-US/security/advisories/mfsa2016-81/
CVE-2016-5267,2016-08-02,2016,Mozilla Foundation Security Advisory 2016-82,Help us improve your Mozilla experience,"Close Products menu Firefox browsers Mozilla VPN Mozilla Monitor Firefox Relay MDN Plus Thunderbird Solo 0DIN Tabstack All products About us Close About us menu Our Mission About Mozilla The Mozilla Manifesto Get Involved Blog Our Work Mozilla Foundation Mozilla.ai Mozilla Ventures Mozilla Advertising Mozilla Builders Mozilla New Products Menu Mozilla Security Mozilla Security Advisories Known Vulnerabilities Mozilla Security Blog Security Bug Bounty Third-party Injection Policy Client Bug Bounty Frequently Asked Questions Hall of Fame Web Bug Bounty Eligible Websites Frequently Asked Questions Hall of Fame Mozilla Foundation Security Advisory 2016-82 Addressbar spoofing with right-to-left characters on Firefox for Android Announced August  2, 2016 Reporter Rafay Baloch Impact Moderate Products Firefox",,https://www.mozilla.org/en-US/security/advisories/mfsa2016-82/
CVE-2016-5268,2016-08-02,2016,Mozilla Foundation Security Advisory 2016-83,Help us improve your Mozilla experience,"Close Products menu Firefox browsers Mozilla VPN Mozilla Monitor Firefox Relay MDN Plus Thunderbird Solo 0DIN Tabstack All products About us Close About us menu Our Mission About Mozilla The Mozilla Manifesto Get Involved Blog Our Work Mozilla Foundation Mozilla.ai Mozilla Ventures Mozilla Advertising Mozilla Builders Mozilla New Products Menu Mozilla Security Mozilla Security Advisories Known Vulnerabilities Mozilla Security Blog Security Bug Bounty Third-party Injection Policy Client Bug Bounty Frequently Asked Questions Hall of Fame Web Bug Bounty Eligible Websites Frequently Asked Questions Hall of Fame Mozilla Foundation Security Advisory 2016-83 Spoofing attack through text injection into internal error pages Announced August  2, 2016 Reporter musicDespiteEverything Impact Low Products Firefox",,https://www.mozilla.org/en-US/security/advisories/mfsa2016-83/
CVE-2016-2827,2016-09-20,2016,Mozilla Foundation Security Advisory 2016-85,Help us improve your Mozilla experience,"Close Products menu Firefox browsers Mozilla VPN Mozilla Monitor Firefox Relay MDN Plus Thunderbird Solo 0DIN Tabstack All products About us Close About us menu Our Mission About Mozilla The Mozilla Manifesto Get Involved Blog Our Work Mozilla Foundation Mozilla.ai Mozilla Ventures Mozilla Advertising Mozilla Builders Mozilla New Products Menu Mozilla Security Mozilla Security Advisories Known Vulnerabilities Mozilla Security Blog Security Bug Bounty Third-party Injection Policy Client Bug Bounty Frequently Asked Questions Hall of Fame Web Bug Bounty Eligible Websites Frequently Asked Questions Hall of Fame Mozilla Foundation Security Advisory 2016-85 Security vulnerabilities fixed in Firefox 49 Announced September 20, 2016 Impact critical Products Firefox",# CVE-2016-2827: Out-of-bounds read in mozilla::net::IsValidReferrerPolicy,https://www.mozilla.org/en-US/security/advisories/mfsa2016-85/
CVE-2016-5256,2016-09-20,2016,Mozilla Foundation Security Advisory 2016-85,Help us improve your Mozilla experience,"Close Products menu Firefox browsers Mozilla VPN Mozilla Monitor Firefox Relay MDN Plus Thunderbird Solo 0DIN Tabstack All products About us Close About us menu Our Mission About Mozilla The Mozilla Manifesto Get Involved Blog Our Work Mozilla Foundation Mozilla.ai Mozilla Ventures Mozilla Advertising Mozilla Builders Mozilla New Products Menu Mozilla Security Mozilla Security Advisories Known Vulnerabilities Mozilla Security Blog Security Bug Bounty Third-party Injection Policy Client Bug Bounty Frequently Asked Questions Hall of Fame Web Bug Bounty Eligible Websites Frequently Asked Questions Hall of Fame Mozilla Foundation Security Advisory 2016-85 Security vulnerabilities fixed in Firefox 49 Announced September 20, 2016 Impact critical Products Firefox",# CVE-2016-5256: Memory safety bugs fixed in Firefox 49,https://www.mozilla.org/en-US/security/advisories/mfsa2016-85/
CVE-2016-5257,2016-09-20,2016,Mozilla Foundation Security Advisory 2016-85,Help us improve your Mozilla experience,"Close Products menu Firefox browsers Mozilla VPN Mozilla Monitor Firefox Relay MDN Plus Thunderbird Solo 0DIN Tabstack All products About us Close About us menu Our Mission About Mozilla The Mozilla Manifesto Get Involved Blog Our Work Mozilla Foundation Mozilla.ai Mozilla Ventures Mozilla Advertising Mozilla Builders Mozilla New Products Menu Mozilla Security Mozilla Security Advisories Known Vulnerabilities Mozilla Security Blog Security Bug Bounty Third-party Injection Policy Client Bug Bounty Frequently Asked Questions Hall of Fame Web Bug Bounty Eligible Websites Frequently Asked Questions Hall of Fame Mozilla Foundation Security Advisory 2016-85 Security vulnerabilities fixed in Firefox 49 Announced September 20, 2016 Impact critical Products Firefox",# CVE-2016-5257: Memory safety bugs fixed in Firefox 49 and Firefox ESR 45.4,https://www.mozilla.org/en-US/security/advisories/mfsa2016-85/
CVE-2016-5270,2016-09-20,2016,Mozilla Foundation Security Advisory 2016-85,Help us improve your Mozilla experience,"Close Products menu Firefox browsers Mozilla VPN Mozilla Monitor Firefox Relay MDN Plus Thunderbird Solo 0DIN Tabstack All products About us Close About us menu Our Mission About Mozilla The Mozilla Manifesto Get Involved Blog Our Work Mozilla Foundation Mozilla.ai Mozilla Ventures Mozilla Advertising Mozilla Builders Mozilla New Products Menu Mozilla Security Mozilla Security Advisories Known Vulnerabilities Mozilla Security Blog Security Bug Bounty Third-party Injection Policy Client Bug Bounty Frequently Asked Questions Hall of Fame Web Bug Bounty Eligible Websites Frequently Asked Questions Hall of Fame Mozilla Foundation Security Advisory 2016-85 Security vulnerabilities fixed in Firefox 49 Announced September 20, 2016 Impact critical Products Firefox",# CVE-2016-5270: Heap-buffer-overflow in nsCaseTransformTextRunFactory::TransformString,https://www.mozilla.org/en-US/security/advisories/mfsa2016-85/
CVE-2016-5271,2016-09-20,2016,Mozilla Foundation Security Advisory 2016-85,Help us improve your Mozilla experience,"Close Products menu Firefox browsers Mozilla VPN Mozilla Monitor Firefox Relay MDN Plus Thunderbird Solo 0DIN Tabstack All products About us Close About us menu Our Mission About Mozilla The Mozilla Manifesto Get Involved Blog Our Work Mozilla Foundation Mozilla.ai Mozilla Ventures Mozilla Advertising Mozilla Builders Mozilla New Products Menu Mozilla Security Mozilla Security Advisories Known Vulnerabilities Mozilla Security Blog Security Bug Bounty Third-party Injection Policy Client Bug Bounty Frequently Asked Questions Hall of Fame Web Bug Bounty Eligible Websites Frequently Asked Questions Hall of Fame Mozilla Foundation Security Advisory 2016-85 Security vulnerabilities fixed in Firefox 49 Announced September 20, 2016 Impact critical Products Firefox",# CVE-2016-5271: Out-of-bounds read in PropertyProvider::GetSpacingInternal,https://www.mozilla.org/en-US/security/advisories/mfsa2016-85/
CVE-2016-5272,2016-09-20,2016,Mozilla Foundation Security Advisory 2016-85,Help us improve your Mozilla experience,"Close Products menu Firefox browsers Mozilla VPN Mozilla Monitor Firefox Relay MDN Plus Thunderbird Solo 0DIN Tabstack All products About us Close About us menu Our Mission About Mozilla The Mozilla Manifesto Get Involved Blog Our Work Mozilla Foundation Mozilla.ai Mozilla Ventures Mozilla Advertising Mozilla Builders Mozilla New Products Menu Mozilla Security Mozilla Security Advisories Known Vulnerabilities Mozilla Security Blog Security Bug Bounty Third-party Injection Policy Client Bug Bounty Frequently Asked Questions Hall of Fame Web Bug Bounty Eligible Websites Frequently Asked Questions Hall of Fame Mozilla Foundation Security Advisory 2016-85 Security vulnerabilities fixed in Firefox 49 Announced September 20, 2016 Impact critical Products Firefox",# CVE-2016-5272: Bad cast in nsImageGeometryMixin,https://www.mozilla.org/en-US/security/advisories/mfsa2016-85/
CVE-2016-5273,2016-09-20,2016,Mozilla Foundation Security Advisory 2016-85,Help us improve your Mozilla experience,"Close Products menu Firefox browsers Mozilla VPN Mozilla Monitor Firefox Relay MDN Plus Thunderbird Solo 0DIN Tabstack All products About us Close About us menu Our Mission About Mozilla The Mozilla Manifesto Get Involved Blog Our Work Mozilla Foundation Mozilla.ai Mozilla Ventures Mozilla Advertising Mozilla Builders Mozilla New Products Menu Mozilla Security Mozilla Security Advisories Known Vulnerabilities Mozilla Security Blog Security Bug Bounty Third-party Injection Policy Client Bug Bounty Frequently Asked Questions Hall of Fame Web Bug Bounty Eligible Websites Frequently Asked Questions Hall of Fame Mozilla Foundation Security Advisory 2016-85 Security vulnerabilities fixed in Firefox 49 Announced September 20, 2016 Impact critical Products Firefox",# CVE-2016-5273: crash in mozilla::a11y::HyperTextAccessible::GetChildOffset,https://www.mozilla.org/en-US/security/advisories/mfsa2016-85/
CVE-2016-5274,2016-09-20,2016,Mozilla Foundation Security Advisory 2016-85,Help us improve your Mozilla experience,"Close Products menu Firefox browsers Mozilla VPN Mozilla Monitor Firefox Relay MDN Plus Thunderbird Solo 0DIN Tabstack All products About us Close About us menu Our Mission About Mozilla The Mozilla Manifesto Get Involved Blog Our Work Mozilla Foundation Mozilla.ai Mozilla Ventures Mozilla Advertising Mozilla Builders Mozilla New Products Menu Mozilla Security Mozilla Security Advisories Known Vulnerabilities Mozilla Security Blog Security Bug Bounty Third-party Injection Policy Client Bug Bounty Frequently Asked Questions Hall of Fame Web Bug Bounty Eligible Websites Frequently Asked Questions Hall of Fame Mozilla Foundation Security Advisory 2016-85 Security vulnerabilities fixed in Firefox 49 Announced September 20, 2016 Impact critical Products Firefox",# CVE-2016-5274: use-after-free in nsFrameManager::CaptureFrameState,https://www.mozilla.org/en-US/security/advisories/mfsa2016-85/
CVE-2016-5275,2016-09-20,2016,Mozilla Foundation Security Advisory 2016-85,Help us improve your Mozilla experience,"Close Products menu Firefox browsers Mozilla VPN Mozilla Monitor Firefox Relay MDN Plus Thunderbird Solo 0DIN Tabstack All products About us Close About us menu Our Mission About Mozilla The Mozilla Manifesto Get Involved Blog Our Work Mozilla Foundation Mozilla.ai Mozilla Ventures Mozilla Advertising Mozilla Builders Mozilla New Products Menu Mozilla Security Mozilla Security Advisories Known Vulnerabilities Mozilla Security Blog Security Bug Bounty Third-party Injection Policy Client Bug Bounty Frequently Asked Questions Hall of Fame Web Bug Bounty Eligible Websites Frequently Asked Questions Hall of Fame Mozilla Foundation Security Advisory 2016-85 Security vulnerabilities fixed in Firefox 49 Announced September 20, 2016 Impact critical Products Firefox",# CVE-2016-5275: Buffer overflow in mozilla::gfx::FilterSupport::ComputeSourceNeededRegions,https://www.mozilla.org/en-US/security/advisories/mfsa2016-85/
CVE-2016-5276,2016-09-20,2016,Mozilla Foundation Security Advisory 2016-85,Help us improve your Mozilla experience,"Close Products menu Firefox browsers Mozilla VPN Mozilla Monitor Firefox Relay MDN Plus Thunderbird Solo 0DIN Tabstack All products About us Close About us menu Our Mission About Mozilla The Mozilla Manifesto Get Involved Blog Our Work Mozilla Foundation Mozilla.ai Mozilla Ventures Mozilla Advertising Mozilla Builders Mozilla New Products Menu Mozilla Security Mozilla Security Advisories Known Vulnerabilities Mozilla Security Blog Security Bug Bounty Third-party Injection Policy Client Bug Bounty Frequently Asked Questions Hall of Fame Web Bug Bounty Eligible Websites Frequently Asked Questions Hall of Fame Mozilla Foundation Security Advisory 2016-85 Security vulnerabilities fixed in Firefox 49 Announced September 20, 2016 Impact critical Products Firefox",# CVE-2016-5276: Heap-use-after-free in mozilla::a11y::DocAccessible::ProcessInvalidationList,https://www.mozilla.org/en-US/security/advisories/mfsa2016-85/
CVE-2016-5277,2016-09-20,2016,Mozilla Foundation Security Advisory 2016-85,Help us improve your Mozilla experience,"Close Products menu Firefox browsers Mozilla VPN Mozilla Monitor Firefox Relay MDN Plus Thunderbird Solo 0DIN Tabstack All products About us Close About us menu Our Mission About Mozilla The Mozilla Manifesto Get Involved Blog Our Work Mozilla Foundation Mozilla.ai Mozilla Ventures Mozilla Advertising Mozilla Builders Mozilla New Products Menu Mozilla Security Mozilla Security Advisories Known Vulnerabilities Mozilla Security Blog Security Bug Bounty Third-party Injection Policy Client Bug Bounty Frequently Asked Questions Hall of Fame Web Bug Bounty Eligible Websites Frequently Asked Questions Hall of Fame Mozilla Foundation Security Advisory 2016-85 Security vulnerabilities fixed in Firefox 49 Announced September 20, 2016 Impact critical Products Firefox",# CVE-2016-5277: Heap-use-after-free in nsRefreshDriver::Tick,https://www.mozilla.org/en-US/security/advisories/mfsa2016-85/
CVE-2016-5278,2016-09-20,2016,Mozilla Foundation Security Advisory 2016-85,Help us improve your Mozilla experience,"Close Products menu Firefox browsers Mozilla VPN Mozilla Monitor Firefox Relay MDN Plus Thunderbird Solo 0DIN Tabstack All products About us Close About us menu Our Mission About Mozilla The Mozilla Manifesto Get Involved Blog Our Work Mozilla Foundation Mozilla.ai Mozilla Ventures Mozilla Advertising Mozilla Builders Mozilla New Products Menu Mozilla Security Mozilla Security Advisories Known Vulnerabilities Mozilla Security Blog Security Bug Bounty Third-party Injection Policy Client Bug Bounty Frequently Asked Questions Hall of Fame Web Bug Bounty Eligible Websites Frequently Asked Questions Hall of Fame Mozilla Foundation Security Advisory 2016-85 Security vulnerabilities fixed in Firefox 49 Announced September 20, 2016 Impact critical Products Firefox",# CVE-2016-5278: Heap-buffer-overflow in nsBMPEncoder::AddImageFrame,https://www.mozilla.org/en-US/security/advisories/mfsa2016-85/
CVE-2016-5279,2016-09-20,2016,Mozilla Foundation Security Advisory 2016-85,Help us improve your Mozilla experience,"Close Products menu Firefox browsers Mozilla VPN Mozilla Monitor Firefox Relay MDN Plus Thunderbird Solo 0DIN Tabstack All products About us Close About us menu Our Mission About Mozilla The Mozilla Manifesto Get Involved Blog Our Work Mozilla Foundation Mozilla.ai Mozilla Ventures Mozilla Advertising Mozilla Builders Mozilla New Products Menu Mozilla Security Mozilla Security Advisories Known Vulnerabilities Mozilla Security Blog Security Bug Bounty Third-party Injection Policy Client Bug Bounty Frequently Asked Questions Hall of Fame Web Bug Bounty Eligible Websites Frequently Asked Questions Hall of Fame Mozilla Foundation Security Advisory 2016-85 Security vulnerabilities fixed in Firefox 49 Announced September 20, 2016 Impact critical Products Firefox",# CVE-2016-5279: Full local path of files is available to web pages after drag and drop,https://www.mozilla.org/en-US/security/advisories/mfsa2016-85/
CVE-2016-5280,2016-09-20,2016,Mozilla Foundation Security Advisory 2016-85,Help us improve your Mozilla experience,"Close Products menu Firefox browsers Mozilla VPN Mozilla Monitor Firefox Relay MDN Plus Thunderbird Solo 0DIN Tabstack All products About us Close About us menu Our Mission About Mozilla The Mozilla Manifesto Get Involved Blog Our Work Mozilla Foundation Mozilla.ai Mozilla Ventures Mozilla Advertising Mozilla Builders Mozilla New Products Menu Mozilla Security Mozilla Security Advisories Known Vulnerabilities Mozilla Security Blog Security Bug Bounty Third-party Injection Policy Client Bug Bounty Frequently Asked Questions Hall of Fame Web Bug Bounty Eligible Websites Frequently Asked Questions Hall of Fame Mozilla Foundation Security Advisory 2016-85 Security vulnerabilities fixed in Firefox 49 Announced September 20, 2016 Impact critical Products Firefox",# CVE-2016-5280: Use-after-free in mozilla::nsTextNodeDirectionalityMap::RemoveElementFromMap,https://www.mozilla.org/en-US/security/advisories/mfsa2016-85/
CVE-2016-5281,2016-09-20,2016,Mozilla Foundation Security Advisory 2016-85,Help us improve your Mozilla experience,"Close Products menu Firefox browsers Mozilla VPN Mozilla Monitor Firefox Relay MDN Plus Thunderbird Solo 0DIN Tabstack All products About us Close About us menu Our Mission About Mozilla The Mozilla Manifesto Get Involved Blog Our Work Mozilla Foundation Mozilla.ai Mozilla Ventures Mozilla Advertising Mozilla Builders Mozilla New Products Menu Mozilla Security Mozilla Security Advisories Known Vulnerabilities Mozilla Security Blog Security Bug Bounty Third-party Injection Policy Client Bug Bounty Frequently Asked Questions Hall of Fame Web Bug Bounty Eligible Websites Frequently Asked Questions Hall of Fame Mozilla Foundation Security Advisory 2016-85 Security vulnerabilities fixed in Firefox 49 Announced September 20, 2016 Impact critical Products Firefox",# CVE-2016-5281: use-after-free in DOMSVGLength,https://www.mozilla.org/en-US/security/advisories/mfsa2016-85/
CVE-2016-5282,2016-09-20,2016,Mozilla Foundation Security Advisory 2016-85,Help us improve your Mozilla experience,"Close Products menu Firefox browsers Mozilla VPN Mozilla Monitor Firefox Relay MDN Plus Thunderbird Solo 0DIN Tabstack All products About us Close About us menu Our Mission About Mozilla The Mozilla Manifesto Get Involved Blog Our Work Mozilla Foundation Mozilla.ai Mozilla Ventures Mozilla Advertising Mozilla Builders Mozilla New Products Menu Mozilla Security Mozilla Security Advisories Known Vulnerabilities Mozilla Security Blog Security Bug Bounty Third-party Injection Policy Client Bug Bounty Frequently Asked Questions Hall of Fame Web Bug Bounty Eligible Websites Frequently Asked Questions Hall of Fame Mozilla Foundation Security Advisory 2016-85 Security vulnerabilities fixed in Firefox 49 Announced September 20, 2016 Impact critical Products Firefox",# CVE-2016-5282: Don't allow content to request favicons from non-whitelisted schemes,https://www.mozilla.org/en-US/security/advisories/mfsa2016-85/
CVE-2016-5283,2016-09-20,2016,Mozilla Foundation Security Advisory 2016-85,Help us improve your Mozilla experience,"Close Products menu Firefox browsers Mozilla VPN Mozilla Monitor Firefox Relay MDN Plus Thunderbird Solo 0DIN Tabstack All products About us Close About us menu Our Mission About Mozilla The Mozilla Manifesto Get Involved Blog Our Work Mozilla Foundation Mozilla.ai Mozilla Ventures Mozilla Advertising Mozilla Builders Mozilla New Products Menu Mozilla Security Mozilla Security Advisories Known Vulnerabilities Mozilla Security Blog Security Bug Bounty Third-party Injection Policy Client Bug Bounty Frequently Asked Questions Hall of Fame Web Bug Bounty Eligible Websites Frequently Asked Questions Hall of Fame Mozilla Foundation Security Advisory 2016-85 Security vulnerabilities fixed in Firefox 49 Announced September 20, 2016 Impact critical Products Firefox",# CVE-2016-5283: Iframe src fragment timing attack can reveal cross-origin data,https://www.mozilla.org/en-US/security/advisories/mfsa2016-85/
CVE-2016-5284,2016-09-20,2016,Mozilla Foundation Security Advisory 2016-85,Help us improve your Mozilla experience,"Close Products menu Firefox browsers Mozilla VPN Mozilla Monitor Firefox Relay MDN Plus Thunderbird Solo 0DIN Tabstack All products About us Close About us menu Our Mission About Mozilla The Mozilla Manifesto Get Involved Blog Our Work Mozilla Foundation Mozilla.ai Mozilla Ventures Mozilla Advertising Mozilla Builders Mozilla New Products Menu Mozilla Security Mozilla Security Advisories Known Vulnerabilities Mozilla Security Blog Security Bug Bounty Third-party Injection Policy Client Bug Bounty Frequently Asked Questions Hall of Fame Web Bug Bounty Eligible Websites Frequently Asked Questions Hall of Fame Mozilla Foundation Security Advisory 2016-85 Security vulnerabilities fixed in Firefox 49 Announced September 20, 2016 Impact critical Products Firefox",# CVE-2016-5284: Add-on update site certificate pin expiration,https://www.mozilla.org/en-US/security/advisories/mfsa2016-85/
CVE-2016-5287,2016-10-20,2016,Mozilla Foundation Security Advisory 2016-87,Help us improve your Mozilla experience,"Close Products menu Firefox browsers Mozilla VPN Mozilla Monitor Firefox Relay MDN Plus Thunderbird Solo 0DIN Tabstack All products About us Close About us menu Our Mission About Mozilla The Mozilla Manifesto Get Involved Blog Our Work Mozilla Foundation Mozilla.ai Mozilla Ventures Mozilla Advertising Mozilla Builders Mozilla New Products Menu Mozilla Security Mozilla Security Advisories Known Vulnerabilities Mozilla Security Blog Security Bug Bounty Third-party Injection Policy Client Bug Bounty Frequently Asked Questions Hall of Fame Web Bug Bounty Eligible Websites Frequently Asked Questions Hall of Fame Mozilla Foundation Security Advisory 2016-87 Security vulnerabilities fixed in Firefox 49.0.2 Announced October 20, 2016 Impact high Products Firefox",# CVE-2016-5287: Crash in nsTArray_base&lt;T&gt;::SwapArrayElements,https://www.mozilla.org/en-US/security/advisories/mfsa2016-87/
CVE-2016-5288,2016-10-20,2016,Mozilla Foundation Security Advisory 2016-87,Help us improve your Mozilla experience,"Close Products menu Firefox browsers Mozilla VPN Mozilla Monitor Firefox Relay MDN Plus Thunderbird Solo 0DIN Tabstack All products About us Close About us menu Our Mission About Mozilla The Mozilla Manifesto Get Involved Blog Our Work Mozilla Foundation Mozilla.ai Mozilla Ventures Mozilla Advertising Mozilla Builders Mozilla New Products Menu Mozilla Security Mozilla Security Advisories Known Vulnerabilities Mozilla Security Blog Security Bug Bounty Third-party Injection Policy Client Bug Bounty Frequently Asked Questions Hall of Fame Web Bug Bounty Eligible Websites Frequently Asked Questions Hall of Fame Mozilla Foundation Security Advisory 2016-87 Security vulnerabilities fixed in Firefox 49.0.2 Announced October 20, 2016 Impact high Products Firefox",# CVE-2016-5288: Web content can read cache entries,https://www.mozilla.org/en-US/security/advisories/mfsa2016-87/
CVE-2016-5289,2016-11-15,2016,Mozilla Foundation Security Advisory 2016-89,Help us improve your Mozilla experience,"Close Products menu Firefox browsers Mozilla VPN Mozilla Monitor Firefox Relay MDN Plus Thunderbird Solo 0DIN Tabstack All products About us Close About us menu Our Mission About Mozilla The Mozilla Manifesto Get Involved Blog Our Work Mozilla Foundation Mozilla.ai Mozilla Ventures Mozilla Advertising Mozilla Builders Mozilla New Products Menu Mozilla Security Mozilla Security Advisories Known Vulnerabilities Mozilla Security Blog Security Bug Bounty Third-party Injection Policy Client Bug Bounty Frequently Asked Questions Hall of Fame Web Bug Bounty Eligible Websites Frequently Asked Questions Hall of Fame Mozilla Foundation Security Advisory 2016-89 Security vulnerabilities fixed in Firefox 50 Announced November 15, 2016 Impact critical Products Firefox",# CVE-2016-5289: Memory safety bugs fixed in Firefox 50,https://www.mozilla.org/en-US/security/advisories/mfsa2016-89/
CVE-2016-5290,2016-11-15,2016,Mozilla Foundation Security Advisory 2016-89,Help us improve your Mozilla experience,"Close Products menu Firefox browsers Mozilla VPN Mozilla Monitor Firefox Relay MDN Plus Thunderbird Solo 0DIN Tabstack All products About us Close About us menu Our Mission About Mozilla The Mozilla Manifesto Get Involved Blog Our Work Mozilla Foundation Mozilla.ai Mozilla Ventures Mozilla Advertising Mozilla Builders Mozilla New Products Menu Mozilla Security Mozilla Security Advisories Known Vulnerabilities Mozilla Security Blog Security Bug Bounty Third-party Injection Policy Client Bug Bounty Frequently Asked Questions Hall of Fame Web Bug Bounty Eligible Websites Frequently Asked Questions Hall of Fame Mozilla Foundation Security Advisory 2016-89 Security vulnerabilities fixed in Firefox 50 Announced November 15, 2016 Impact critical Products Firefox",# CVE-2016-5290: Memory safety bugs fixed in Firefox 50 and Firefox ESR 45.5,https://www.mozilla.org/en-US/security/advisories/mfsa2016-89/
